wallet,initial_usd,final_usd,cumulative_roi,avg_daily_roi,volatility,positive_days,max_drawdown,sharpe_ratio,sortino_ratio,avg_recovery_time_days
3mQytgCHU5PZb1543t2a8SfzuQ5t2XieJ9839rQmuLZ6,248.8865335944,553.5120334886401,122.39533232066124,2.0826125613470587,17.218772256582007,75.0,-50.215501698474085,0.1209501194576148,0.0588289520495137,2.0
CbLSRh8btNTQNxM61zx63TeXmAUrNd4JVJTV91QByCoi,6353.33113962768,14126.62413188544,122.34987947933868,1.4644676236239835,12.041838927176345,69.0,-3.8458767832412186,0.1216149487200774,1.4799733564510689,7.5
8rZYFtuSaU94BayydM3jobRj3xWeANNQ3Evo3odP5KCY,2381.82636788928,5239.291903400161,119.9695147401992,1.2735592292506432,8.365667428875744,70.0,-7.1809060849693465,0.1522364162905524,2.5386892621904336,1.2857142857142858
BrNNGeyN6uNnNJwiZ8cyiema5JXg1WxsQj8z8ZgDFV3e,1288.36614520848,2833.5120869678403,119.93065383671106,1.5601613117190034,12.589354350251956,70.0,-19.691302903025107,0.1239270313880536,0.4418843933612094,1.7142857142857142
4gcTwiZo5BtaGb6euD7Y1kFGx4yDm2cUbuM45nKqQDqH,3829.4232717312007,8413.00820408256,119.69387051536924,1.4435357197849727,11.626070076426494,67.0,-6.5840000960852425,0.1241636864646073,0.912837148629908,2.6
CXAUtF8SPWBJG5EomHLkaEiDyCL5qhahVZox5mTVhHvd,263.7333795844801,577.0226837625601,118.7901602260877,3.369892041102115,24.92451704925576,74.0,-50.41596356369059,0.1352039052328494,82.99549411003707,1.3333333333333333
Gf38ESyYq7uchCvPy6yxyaaaDpLd23X5JofWyByCWHzn,1141.54259605152,2484.715533791521,117.66297134998727,1.8989230797962189,18.41091397865225,74.0,-23.4343327955082,0.1031411630078795,0.2947456415252636,10.333333333333334
GpRVxibVVzoyjDxZGZTNN8q8KBdscb5rkD5LZJwkEYbi,1071.24889181232,2296.6898289782403,114.39367139906592,1.6923838331913523,13.676934900573055,68.0,-24.189788802296903,0.1237399933168098,0.3223065064602966,1.3333333333333333
GqKDpKqT14y7VJpzzBHdtZFxjJtpckvv89KbUbvG58x7,945466.6444675046,2020489.143305515,113.70284770262548,1.3424262999472667,10.85889930548182,67.0,-2.352088751511934,0.1236245278809777,1.798729197307202,4.0
BwP5TniDrrGCywWmnsdFXGqGUDSfDjFX2XDPGnQuiwNj,1370.5751980814402,2924.4871732699203,113.37663029096676,1.4995060592277047,12.125281768599049,68.0,-19.072651606942696,0.1236677289521625,0.4810276195852869,1.6666666666666667
DvmxdYccQKoEokNjYrjRcvVrXJncKehtxuNtn9yVjSpM,3889.97124417408,8226.34347184656,111.47568851998496,1.1981544412712106,7.773212226639234,69.0,-6.2195208371303785,0.1541389076146754,1.087504411079672,3.8333333333333335
FAuUYn5HjXct2wsBCQEKAdAjusJg3fRZ4Wt85234Efo4,322.44074363904,679.98732276624,110.88753086596886,2.0328907162001624,17.241409587809816,76.0,-52.13673821646855,0.1179074544831576,,1.0
2JaTqKftSp3y1bMy33WK3X7EqzXtgntPFHr4HUgJbnHN,2595750.9048892823,5426681.138744435,109.06016553910833,1.12584616318453,6.764508774526894,67.0,-1.4570615390572754,0.1664342823272145,2.3620850636409374,6.333333333333333
GRF94gNguWGcivQ9mfgugtoprgdGwE5CQTTRjL9VpNne,66025.88519774833,135995.3144582069,105.9727242594314,1.312213347559729,11.176059015948466,72.0,-3.975769887856457,0.1174128863928844,1.2901550859537945,4.5
