time,symbol,side,entry_px,exit_px,contracts,contract_size,gross,entry_fee,exit_fee,slippage,net,exit_type
2026-04-23T20:58:46.286827+00:00,NTRN/USDT:USDT,long,0.00265,0.0026,30.0,10.0,-0.01500000000000004,0.00059625,0.0005849999999999999,0.001500000000000069,-0.017681250000000107,timeout_taker
2026-04-23T21:42:32.139854+00:00,NTRN/USDT:USDT,short,0.002654745763,0.00262,59.0,10.0,0.020500000170000046,0.0011747250001275,0.00115935,0,0.018165925169872546,timeout_taker
2026-04-23T22:24:38.234919+00:00,NTRN/USDT:USDT,long,0.00267,0.00275,119.0,10.0,0.09519999999999973,0.0023829750000000003,0.0024543749999999995,0,0.09036264999999974,maker_fill
